id,likesCount,owner/is_mentionable,owner/is_private,owner/is_verified,repliesCount,text,timestamp
18494804077013403,225,TRUE,FALSE,FALSE,4,"Obscene, ridiculous and revolting. These people are completely out of touch with reality 😩",2025-04-15T11:07:33.000Z
17862861330304735,8,FALSE,FALSE,FALSE,0,Earth re-entry tax? I'm in!,2025-04-15T15:29:00.000Z
17860200837333102,10,TRUE,FALSE,FALSE,1,Yes yes! Please go to space and party and stay there!,2025-04-15T11:52:09.000Z
18090408481521151,45,TRUE,FALSE,FALSE,0,100%. Blasting into space and doing nothing pro-environment is NOT feminism.,2025-04-15T12:34:15.000Z
17853878820424964,30,FALSE,TRUE,FALSE,1,There was a legit astronaut too it’s sad her work is being overshadowed by the narrative around celebs on board.,2025-04-15T12:07:41.000Z
18060125794879375,25,FALSE,TRUE,FALSE,2,All I ask is that; why did u bring them back??? Just throw them out of the world 🤦🏼‍♀️,2025-04-15T11:17:30.000Z
18066475573940708,2,TRUE,TRUE,FALSE,0,Love the idea of Earth re-entry Tax.,2025-04-16T02:21:41.000Z
18055887785335299,9,TRUE,FALSE,FALSE,1,how about we send all the billionaires to space and keep them there,2025-04-15T18:03:51.000Z
18060230071886750,0,FALSE,FALSE,FALSE,0,🔥,2025-04-15T06:17:08.000Z
17973447392838348,1,TRUE,FALSE,FALSE,0,👏🏼👏🏼🤣,2025-04-15T09:48:49.000Z
17895184713197159,80,FALSE,TRUE,FALSE,0,Inspirational,2025-04-14T23:32:42.000Z
17980488602686062,1,TRUE,FALSE,FALSE,0,😂😂😂😂,2025-04-14T23:31:08.000Z
18063858085832690,0,TRUE,FALSE,FALSE,0,😂,2025-04-14T23:35:50.000Z
18220394728288593,0,TRUE,TRUE,FALSE,0,Is that Bella Ramsey as a first grader,2025-04-15T16:14:06.000Z
18017948060700292,31,FALSE,TRUE,TRUE,0,It is a rule wherever there are young kids the word farts makes them laugh a lot haha 😂 it is a psychological trick some male teachers use! Haha 🤣,2025-04-15T00:36:53.000Z
18498468988063922,1,TRUE,FALSE,FALSE,0,Stay free people! 🤩☮️🙏🏾📻❤️🥳🥳🥳🥳,2025-04-15T12:17:13.000Z
18098046148531004,3,TRUE,TRUE,FALSE,0,Would never let my kid watch a man city fan,2025-04-15T11:33:03.000Z
18120576127452239,0,TRUE,FALSE,FALSE,0,I spot the INTJ,2025-04-15T17:48:10.000Z
18160962769356088,0,TRUE,FALSE,TRUE,0,Who is @liamgallagher,2025-04-16T06:21:36.000Z
17877916152297393,0,TRUE,FALSE,FALSE,0,Real,2025-04-15T00:18:08.000Z
18064439506949420,0,TRUE,FALSE,FALSE,1,@tommyquid why do I think about you now 😂😂😂😂😂😂😂😂😂,2025-04-16T01:59:57.000Z
18035134118315481,1,TRUE,FALSE,FALSE,0,Tell these kids about 9/11,2025-04-15T02:26:48.000Z
17877255612205384,0,TRUE,FALSE,FALSE,0,I teach nothing to kids,2025-04-15T00:54:49.000Z
18064054139052744,0,TRUE,FALSE,FALSE,0,💙💚💙,2025-04-15T23:35:48.000Z
18027121070433921,0,TRUE,TRUE,FALSE,0,❤️,2025-04-15T22:30:22.000Z
17965694096902741,0,TRUE,FALSE,FALSE,0,💙💙💙,2025-04-16T07:43:46.000Z
18063468550995537,0,TRUE,FALSE,FALSE,0,🙌,2025-04-15T19:28:35.000Z
18162603652343730,0,TRUE,FALSE,FALSE,0,🙏🏽💙🌺💙🙏🏽,2025-04-15T21:57:23.000Z
18033559562639250,0,TRUE,TRUE,FALSE,0,🔥🔥,2025-04-16T01:28:15.000Z
18290644849221062,0,TRUE,FALSE,FALSE,0,🧠🙏🏼,2025-04-15T21:15:12.000Z
17883191010258839,0,FALSE,TRUE,FALSE,0,😢😢😢😢😢😢,2025-04-15T20:34:53.000Z
18008527490560722,0,FALSE,FALSE,FALSE,0,😢,2025-04-16T04:44:52.000Z
18264287446263959,1,FALSE,FALSE,FALSE,0,💙💙💙💙,2025-04-15T18:24:57.000Z
18082754374724941,0,FALSE,TRUE,FALSE,0,"Always by your side 
💚🌱🌍",2025-04-15T19:00:33.000Z
17907897030108866,2,FALSE,TRUE,FALSE,0,"Que sejam ouvidas estas mensagens e que a humanidade desperte e comece a respeitar o nosso ecossistema, este planeta maravilhoso que nos foi emprestado💚",2025-04-15T19:17:57.000Z
18044734094137596,0,FALSE,TRUE,FALSE,0,♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡,2025-04-15T18:19:14.000Z
18074912167839078,0,TRUE,FALSE,FALSE,0,Bravo,2025-04-15T21:36:45.000Z
17950638206801479,0,FALSE,FALSE,FALSE,0,BP has begun to feel more like a NPR show that lost its touch with its base.,2025-03-21T15:38:46.000Z
18043485035111299,7,TRUE,TRUE,FALSE,0,"You’re outta pocket dude. Wait until he comes for Indians. The level of concern you lack for people in your own group as seen by the right,  which is all brown people regardless of citizenship status is phenomenal.",2025-03-17T19:20:44.000Z
18216358651289886,0,TRUE,FALSE,FALSE,0,Jack = BTC ?,2025-03-10T15:15:40.000Z
17847376125386516,3,TRUE,TRUE,FALSE,0,"Missing your monologues , Hope all is well ✊🏽",2025-02-07T18:44:48.000Z
18029678891624148,1,TRUE,TRUE,FALSE,0,your take on thr bishop was so off base . You should be ashamed,2025-01-26T04:06:44.000Z
18027049130187633,1,TRUE,TRUE,FALSE,0,I’m starting operation Free Saagar,2024-11-07T03:54:38.000Z
18045611644975311,1,TRUE,TRUE,FALSE,0,Also can you start tagging the books you mention because this is the second book I cannot find/remember,2024-10-03T20:53:11.000Z
18037157273117823,16,FALSE,TRUE,FALSE,2,"@esaagar why does the show feel so one sided lately? I’m a premium sub and I joined because the appeal was that this was an evenly balanced show, but that’s no longer the case",2024-09-11T15:17:58.000Z
17858589714217255,2,TRUE,FALSE,FALSE,0,Can you please debunk what’s going on in Bangladesh?,2024-08-09T12:54:46.000Z
17860897848144167,1,TRUE,FALSE,FALSE,0,No Instagram?,2024-07-22T20:06:50.000Z
17917731212952715,1,TRUE,FALSE,FALSE,0,"Congrats, Saager!👏",2024-07-22T14:58:01.000Z
17923788461924135,4,TRUE,TRUE,FALSE,0,"You misspoke on your recent episode. You said, ""I stand corrected"". We accept your error because you are youngish but with Biden we cannot accept his errors. Why is this?.",2024-07-13T16:15:32.000Z
18026065376224736,3,FALSE,TRUE,FALSE,0,Dimitri Melhorn is a tool. I have never heard so much BS and cognitive dissonance come from one person in a single conversation.,2024-07-12T19:47:29.000Z
18124662307324350,7,TRUE,TRUE,FALSE,0,"Man your defense of the 🇮🇱 hostage ""rescue"" today sucked. Lost a lot of respect for you. As a veteran your attempt to conflate the actions of the IDF massacre of civilians as being anything close to what we would do is bullshit.",2024-06-11T07:26:49.000Z
18044039641768382,4,TRUE,TRUE,FALSE,0,Have John Spencer from urban warfare dept at West Point.,2024-05-21T20:05:20.000Z
18058426637513327,406,TRUE,TRUE,FALSE,19,"Truth is, nobody knows how this will play out.",2025-04-04T16:50:09.000Z
18266607625279859,281,FALSE,TRUE,FALSE,41,"Not a trump guy but it seems to be a long game. Trying to get more production in the U.S., which the U.S. should be focusing on. Short term sacrifice for long term improvements. We rely too much on other countries for things.",2025-04-04T16:37:34.000Z
18042658097428677,624,TRUE,FALSE,FALSE,11,"The fact that Saagar the tariff guy™️ who defended the flat 10% tarrif proposal last year, is saying this tarrif plan is awful is proof that no one defending them is being honest or knows what they're talking about.",2025-04-04T16:27:03.000Z
17903258793140354,316,TRUE,TRUE,FALSE,20,"Oh, the people with all the fancy degrees that have been wrong about everything for 40 years think Trump is doing the wrong thing. Interesting lol.",2025-04-04T16:32:06.000Z
18060261974020212,193,TRUE,FALSE,FALSE,15,Countries are already coming to him to ask to work together to lower the tariffs. Sounds like it’s working so far. Plus 3 Trillion of investment committed. Yes if it becomes a back and forth for a year or two it won’t be good. So far it’s working.,2025-04-04T16:30:26.000Z
18049796705351756,270,TRUE,FALSE,FALSE,24,I just wanna puke hearing her drivil,2025-04-04T16:41:46.000Z
17927797170028689,3,FALSE,TRUE,FALSE,0,Can’t wait to watch this age not so well. 😂,2025-04-05T04:41:10.000Z
17909291718013498,94,TRUE,TRUE,FALSE,14,Short term pain. Long term gain,2025-04-04T17:29:33.000Z
18153372127362116,1,TRUE,TRUE,FALSE,0,"Seems to me that our president is trying to do something different for the benefit to the country and its citizens. Honey question, would the people prefer more of the same ole same that the previous administration “accomplished”? Keep doing things the same way? Could it be maybe all the percentages and such that the president is saying are incorrect but he is making deals and has plans? Im clearly not an economist, just a tax paying citizen that wants some relief and hoping this administration gives that to us.",2025-04-05T14:20:43.000Z
18277253452252160,1,TRUE,FALSE,FALSE,0,Saagar has his panties pulled so high about this that I thought he was talking about daylight savings for a moment. B😂,2025-04-09T21:16:23.000Z
17893603275194467,1,TRUE,TRUE,FALSE,1,😂😂😂😂 everybody panicking! where was this energy under the half dead guy that was running the show the past 4 years? lol,2025-04-04T21:54:03.000Z
18081892771581591,61,TRUE,TRUE,FALSE,2,"Quick someone call Emily for a level headed take. So disappointed how far BP and Saagar have spiraled. Tarrifs are the starting gun, they're not the end game. Please with the pearl clutching 😂 I'm subscribing to Undercurrents",2025-04-04T18:14:50.000Z
18059853566044703,19,TRUE,TRUE,FALSE,0,I have a feeling this will not age well. 😂 i’m going to try to remember to come back to this clip in six months.,2025-04-04T18:37:44.000Z
"1,81E+16",2,TRUE,FALSE,FALSE,0,"Someone please explain how tariffs are awesome when the world's countries put them on the US, and how tarrifs are scary bad when it's the other way around. Make it make sense tho",2025-04-05T04:42:12.000Z
18098289457468357,6,TRUE,FALSE,FALSE,0,Reading these comments is so disappointing on both sides. It’s really sad.,2025-04-04T17:36:19.000Z
18077252071774985,0,TRUE,FALSE,FALSE,0,,2025-04-16T03:11:52.000Z
18046976000584251,0,TRUE,FALSE,FALSE,0,🍖🍖🍖🍖🍖🍗🍗🍗🍗🍗🍗🍗🍗🍗🥩🥩🥩🥩🥩🥩🥩🥓🥓🥓🥓🥓🥓🥓🥓🥓🥓🥩🥩🥩🍗🍗🍗🍗🍗🍗🍗🥩🥩🥩🥩🥓 🐂🐄 fooooooood,2025-04-15T19:07:22.000Z
18065197510987338,0,FALSE,FALSE,FALSE,0,🍖🍗🥓🧆🍗🐣🍳🌮🌯🍖🍣🍥🦃,2025-04-14T09:34:33.000Z
18081313825709509,0,TRUE,FALSE,FALSE,0,🥩🥓🍖🥓🥩🥩🥓🥓🥓🥓🥩,2025-04-14T00:30:57.000Z
18468044617069226,0,TRUE,FALSE,FALSE,0,Hi There 🙌,2025-04-07T09:02:44.000Z
18349135909199340,0,TRUE,FALSE,FALSE,0,Thrive,2025-04-06T18:51:17.000Z
18072907231889209,0,TRUE,FALSE,FALSE,0,Thrive,2025-04-05T11:04:15.000Z
17969607923728326,1,TRUE,FALSE,FALSE,0,🍗🍗🍗🍗🍗🍗🍗🍗🍔🍔🍔🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩🥩,2025-04-01T11:25:15.000Z
18078351715737687,1,FALSE,FALSE,FALSE,0,🥩🥩🥩🥩🥓🍖🥓🍖🥓🍖🥓🧆🍗🍗🧆🍖🧆🍖🥓🍖🥓🍖🥓🍖🧆🍖🧆🍖,2025-03-31T04:13:51.000Z
17846935245442749,1,TRUE,FALSE,FALSE,0,🍗🥓🥩🍖🥓🥓🥓🥩🥩🥩🥩🥩🍖🍗🍖🍗🍖🍗🥩🥓🍖🍗🥓🍖🥓🍖🥓🥓,2025-03-30T17:20:00.000Z
18040180766429780,0,TRUE,FALSE,FALSE,0,Thrive,2025-03-27T19:00:38.000Z
18005060426564497,0,TRUE,TRUE,FALSE,0,Thrive,2025-03-23T11:01:15.000Z
18134411182392508,0,TRUE,TRUE,FALSE,0,Nothing but love to all vegans out there ❤️🥦,2025-03-22T15:06:22.000Z
17855159133354759,0,TRUE,FALSE,TRUE,0,Thrive,2025-03-20T21:26:16.000Z
18088460380589056,0,FALSE,TRUE,FALSE,0,❤👏😍,2025-03-19T20:13:50.000Z
18289338445223159,400,TRUE,TRUE,FALSE,17,Nice to see Saagar actually holding his side accountable for once.,2025-04-11T15:36:53.000Z
17916486062983483,189,TRUE,TRUE,FALSE,1,"You’ve been missed Saagar, welcome back to reason. Integrity always looks good on a Journalist.",2025-04-11T15:45:59.000Z
18220025461292503,37,FALSE,TRUE,FALSE,16,WTF do you clowns in the media know about negotiation,2025-04-11T16:01:41.000Z
18064138462981668,38,TRUE,FALSE,FALSE,17,I don’t understand what yall are so upset about,2025-04-11T15:43:19.000Z
18062546654292783,0,TRUE,TRUE,FALSE,0,🙌🙌🙌,2025-04-11T15:36:39.000Z
17869905042346401,28,TRUE,TRUE,FALSE,1,"Wow, is Sagar back?",2025-04-11T15:57:18.000Z
18009848255536666,59,FALSE,TRUE,FALSE,3,"Anyone saying ""art of the deal"" after this I assume drinks from a sippie cup still",2025-04-11T15:40:20.000Z
18062160953499361,4,TRUE,FALSE,FALSE,4,"Honestly me and most of my friends who voted Trump have said nothing. We trust what’s happening without freaking out. I just know it’s going to be alright so I’ve never praised or hated on the tariffs. 

The other day there was a negotiation for other countries to buy the US’s debt. This is the real way we are able to keep social security, because we just keep printing dollars and have really high inflation. When the deal was going on, tariffs lifted. So now I see what’s going on, I didn’t know before.. but I trusted. 

Either way, Gold is surging. So, I feel this is all part of a plan.",2025-04-11T16:19:02.000Z
18060359603019452,2,TRUE,TRUE,FALSE,0,"🙌🙌🙌 ""wtf you know about negotiations ah?""",2025-04-11T15:38:06.000Z
17897750472075846,4,FALSE,TRUE,FALSE,0,"If anybody thinks the president has a long-term plan strategy or anything other than lining his pockets and his friends pocket as fast as they can for as long as they can, you’re not",2025-04-11T16:33:26.000Z
17933902391900670,237,TRUE,FALSE,FALSE,6,Here goes people turning on Saagar because he’s a journalist holding a politician accountable.,2025-04-11T15:34:23.000Z
18049273094075290,15,TRUE,FALSE,FALSE,1,The problem with modern politicians is that anyone who actually has their head screwed on tight with n loose screws doesn't ever actually want to run for office.,2025-04-11T15:40:21.000Z
17874357003224404,1,FALSE,FALSE,FALSE,0,Top politicians now are those who have mastered the art of the 15 second attention span.,2025-04-11T16:05:19.000Z
18031368812642807,32,TRUE,TRUE,FALSE,5,"Glad you're coming around to it, @esaagar , but just remember that this was all painfully evident months (years, even) ago and you actively helped this guy get elected.",2025-04-11T15:35:47.000Z
17953044533950688,4,TRUE,TRUE,FALSE,0,Great to see a MAGA supporter take accountability @esaagar,2025-04-11T16:04:53.000Z
17863193835383064,203,TRUE,TRUE,FALSE,12,He just looks so happy 😀,2025-04-16T00:40:34.000Z
18118161376454943,7,TRUE,TRUE,FALSE,0,Such a good man❤️,2025-04-16T01:03:45.000Z
17945523305974196,57,FALSE,TRUE,FALSE,4,Love it! Looks like he is enjoying himself. And saving the country!,2025-04-16T00:42:16.000Z
18379284559188154,26,FALSE,TRUE,FALSE,0,What a cool president! 🇺🇸,2025-04-16T01:20:18.000Z
18155690602361928,2,FALSE,TRUE,FALSE,0,The coolest president! ❤️,2025-04-16T03:05:07.000Z
18024419888479927,2,TRUE,TRUE,FALSE,0,Love him,2025-04-16T04:59:34.000Z
17872404876338959,26,TRUE,TRUE,FALSE,2,I love this man; strength and compassion.,2025-04-16T00:48:48.000Z
18072680437876357,27,TRUE,TRUE,FALSE,1,"We are the Champions, Elevator style!!",2025-04-16T00:46:00.000Z
18060179018514186,2,TRUE,TRUE,FALSE,0,A true American,2025-04-16T05:02:44.000Z
18132597601410521,6,TRUE,FALSE,FALSE,0,The music fits well,2025-04-16T01:26:05.000Z
18056201968963904,97,TRUE,TRUE,FALSE,8,But went golfing instead of attending the deceased soldiers return. Sure very patriotic 😔,2025-04-16T00:44:35.000Z
17909717049077433,18,TRUE,FALSE,FALSE,1,Great guy! Better president…,2025-04-16T00:39:52.000Z
18321256462202085,11,TRUE,TRUE,FALSE,0,All class!!!😎👍🇺🇸🇺🇸🇺🇸,2025-04-16T01:13:00.000Z
18359649925182682,50,TRUE,FALSE,FALSE,14,The President of the people for the people,2025-04-16T00:41:54.000Z
18075161041657851,3,TRUE,FALSE,FALSE,0,Donny Football,2025-04-16T01:12:02.000Z
18084662185616540,13,TRUE,TRUE,FALSE,2,I cannot believe saager stomachs your takes lately,2025-03-18T17:12:20.000Z
18490804474029223,12,TRUE,TRUE,FALSE,7,Where were you with “freedom and right” during mandates and lockdown. Seems hypocritical to me.,2025-03-18T16:09:27.000Z
18034630562537150,32,TRUE,FALSE,FALSE,2,Yea i disagree with Krystal 👎👎,2025-03-18T15:46:17.000Z
18049266287029399,38,TRUE,TRUE,FALSE,6,"Krystal was unbearable yesterday on the show. If the MSNBC rhetoric continues, I can’t imagine the show lasting much longer. She needs to go away with her bleached haired husband.",2025-03-18T15:37:56.000Z
17877396567275460,6,TRUE,TRUE,FALSE,0,Preach 🙌,2025-03-19T03:09:37.000Z
18061319795002164,5,TRUE,FALSE,FALSE,0,Where have you been the past 4 years?,2025-03-18T21:09:13.000Z
17985901838798647,11,TRUE,TRUE,FALSE,0,Oh come on .. enough with this .. this dudes allegiance is not with US .. it’s pretty f-in evident by his actions,2025-03-19T02:59:27.000Z
17942157812979239,12,TRUE,TRUE,FALSE,0,BS Send him back! 😂,2025-03-18T15:37:33.000Z
18331477969094056,12,TRUE,FALSE,FALSE,1,What happened. You used to be so sensible. Now you’ve drank the koolaid.,2025-03-19T04:26:57.000Z
17860257420379776,12,TRUE,TRUE,FALSE,0,She’s became who she feared she would become,2025-03-18T22:40:55.000Z
17927128197021913,21,TRUE,FALSE,FALSE,25,Tell the whole story Krystal!!! You are making out to be a saint and he was nothing but.,2025-03-18T16:01:06.000Z
18034025663306747,41,TRUE,TRUE,FALSE,16,Gosh you’d think he was a saint the way you’re painting him as a martyr for freedom.,2025-03-18T15:38:51.000Z
17958526826871236,17,TRUE,FALSE,FALSE,1,AIPAC funded Trumps Presidency and ALL the politicians,2025-03-18T15:39:06.000Z
17878561908272285,11,TRUE,FALSE,FALSE,0,"I love hearing both sides but I have been fast forwarding the show through @krystalmball sections lately. Please come back to earth Krystal. The polls are useless, stop quoting them and get off the computer and talk to real people.",2025-03-18T17:28:31.000Z
18262482982263847,14,TRUE,FALSE,FALSE,4,"Sorry, @krystalmball but you’ve become too blind to basic realities… unfollowing now, good luck. But looks like most of the world is shifting back to the right of center which it needs to, to survive.",2025-03-18T18:36:07.000Z
18165616996331916,3,TRUE,FALSE,FALSE,0,Shocking,2025-02-28T21:57:08.000Z
18332942290082464,5,TRUE,TRUE,FALSE,1,I've never heard you speak of natural disasters before. 🤔,2025-02-27T23:08:39.000Z
18180495040312781,18,FALSE,FALSE,FALSE,3,I feel sorry for the people who voted blue in West Virginia everybody else this is what you voted for,2025-02-27T20:41:35.000Z
18081599503618911,3,FALSE,FALSE,FALSE,0,,2025-02-28T15:50:25.000Z
18047107802259183,8,TRUE,FALSE,FALSE,2,Didn’t he approve disaster relief? Or is this article from fema fake news? https://www.fema.gov/press-release/20250227/president-donald-j-trump-approves-major-disaster-declaration-west-virginia,2025-02-27T21:30:14.000Z
18079389997644681,4,TRUE,TRUE,FALSE,0,Now imagine if blue states started to directly support these states in need...,2025-02-28T04:31:17.000Z
17925695168921803,5,TRUE,FALSE,FALSE,1,What else is new? WV is probably the most forgotten and ignored state in the country.,2025-02-27T22:03:31.000Z
18263117497286463,7,TRUE,FALSE,FALSE,0,Everything she said was true. Someone had to remind Trump of others suffering while he was playing golf.,2025-02-28T02:45:43.000Z
18060161033293958,38,TRUE,TRUE,FALSE,1,"Trump cares about Trump, and nothing but.",2025-02-27T20:42:25.000Z
17896141605167630,3,TRUE,FALSE,FALSE,1,"Curious, because I don’t know the answer- did Krystal criticize FEMA and Biden for Hawaii and NC?",2025-02-28T00:53:17.000Z
18359561551125384,2,FALSE,TRUE,FALSE,0,"News headline- Trump saved a cat from a tree whilst battling a fire and saving a grandma from being burnt alive.
Krystals take- i cant believe Trump wasted precious water and climbed a tree without a harness, such neglect for safety and our sustainable future. 🤦🏼‍♂️",2025-03-03T19:09:36.000Z
17858698464369241,2,TRUE,FALSE,FALSE,0,"For those who haven’t realized it yet, several counties in West Virginia have been designated a disaster and has FEMA available.",2025-03-02T17:42:57.000Z
17853296256352070,3,TRUE,TRUE,FALSE,0,Heavy TDS here. Anyone who watched breaking points when they broke away from the hill would no longer recognize this show.,2025-02-28T03:57:51.000Z
17897422914114129,3,TRUE,FALSE,FALSE,0,"Vote trump, live on a dump",2025-02-28T07:20:29.000Z
18091319011495419,2,TRUE,TRUE,FALSE,0,"@krystalmball, local orgs on Maui that have been assisting survivors of the Lahaina wildfires have now had their federal funding cut. Report on this, too, please!",2025-03-01T23:27:57.000Z
18084492490609751,1,TRUE,TRUE,FALSE,2,"Krystal is killing your show, ever sense the election ended. Absolutely cannot stand her now. Stopped listening.",2025-02-26T02:00:49.000Z
18023564960420095,56,TRUE,TRUE,FALSE,3,ahhh it all makes sense now 😂,2024-09-20T19:42:21.000Z
18036718706051120,1,TRUE,FALSE,FALSE,0,Congratulations and many blessings ✨️,2024-07-22T22:25:46.000Z
18000602270463634,1,TRUE,FALSE,TRUE,0,Congratulations!!,2024-07-23T02:47:54.000Z
18034922522494788,24,TRUE,TRUE,FALSE,1,Damn bro had a to get a dei wife to make republicans happy,2024-07-29T15:39:44.000Z
17861225136193572,12,TRUE,FALSE,FALSE,0,What an amazing weekend! Looking forward to seeing all the beautiful moments you've captured! ✨️🫶,2024-07-22T18:01:17.000Z
17899169823013246,8,TRUE,FALSE,FALSE,0,The same guy that is against single payer health care. 😂😂 silver spoon much baby boy,2024-12-16T19:14:47.000Z
17987322227530670,1,TRUE,FALSE,FALSE,0,Congratulations 🔥🎉,2024-07-25T22:48:59.000Z
17945497970732634,1,TRUE,FALSE,FALSE,0,"soooo good, sydney!!",2024-07-22T21:19:50.000Z
17988850412787940,2,TRUE,TRUE,FALSE,0,😂😂😂😂 now I see why Saagar has completely sold out. I just watch him argue for and against meritocracy in the same breath to fit his political agenda. Dude has no integrity at all.,2025-02-25T01:18:39.000Z
17921782619937092,2,TRUE,FALSE,FALSE,0,Congrats 🎉🎈 💒 to ya Sagaar & Jillian!! All the blessings! 💖,2024-07-22T18:57:27.000Z
18113880970403941,1,TRUE,FALSE,TRUE,0,Love this! Just sent you a DM🔥,2024-09-08T14:50:10.000Z
18046788640704360,4,TRUE,FALSE,FALSE,0,was the ceremony at 5:45am,2024-07-24T19:19:38.000Z
17933856563865978,1,TRUE,FALSE,FALSE,0,"Congrats beautiful couple! Wishing you both a lifetime of laughter, love & joyful fulfillment!!!",2024-07-23T22:52:38.000Z
18447051373053652,1,TRUE,FALSE,FALSE,0,Perfectly quiet week to tie the knot 🪢,2024-07-24T02:48:23.000Z
18053448212278445,2,TRUE,TRUE,FALSE,0,👏👏👏👏👏,2025-03-12T16:20:14.000Z
17979230012821644,3,TRUE,FALSE,FALSE,1,"Just listened to today’s show 3/17 and I wish Saader would answer the questions you ask him ( yes or no question) on the show. Instead of asking you a question. Just answer ,Yes or No!",2025-03-18T00:57:09.000Z
18071653003865740,72,TRUE,TRUE,FALSE,8,You and Kyles meltdowns have been sad to watch 😔,2025-03-12T15:45:12.000Z
18062345479819007,31,TRUE,TRUE,FALSE,9,Krystal is unhinged. Think Breaking points was getting some USAID money,2025-03-12T15:34:56.000Z
18090526108569417,2,FALSE,FALSE,FALSE,0,Let’s focus on how Elon is planning on gaslighting you instead of talking about how the Democrats have gaslighted about everything they’ve said for the last 6+ months. Jingling keys* look over here*,2025-03-12T20:58:16.000Z
18366256921192499,2,FALSE,TRUE,FALSE,0,More of the monologues please especially the latest Tesla one. I appreciate being able to share to Facebook for my boomer friends.,2025-03-12T16:38:10.000Z
17997066284775390,76,TRUE,TRUE,FALSE,17,People in the comments advocating against their own interests and blindly trusting Elon and billionaires appointed to positions of power is hilarious.,2025-03-12T15:58:12.000Z
18038807459607550,2,TRUE,FALSE,FALSE,0,"I've been a vineyard manager for 25 years. Every company i have worked for has received government grant money to encourage things like sustainable practices or to purchase lower emissions equipment. The bottom line of every company was improved by government spending. Seems familiar, almost like there's one businessman who sees $8M a day in taxpayer funding. Who could that be?",2025-03-12T16:07:50.000Z
17923677603029149,4,TRUE,TRUE,FALSE,0,"Favorite clip ever was her getting owned by Candace Owens. I don't watch as much as I used to so I might have missed her criticism of Pelosi, Bernie,  and Elizabeth Warren being millionaires",2025-03-12T21:23:53.000Z
17876167830279268,55,TRUE,TRUE,FALSE,11,"Oh Krystal, I've been a subscriber/member for several years... you have been a solid Democrat voice I have used to balance out my mosting conservative algo... but you seem to be going off the rails...",2025-03-12T15:23:21.000Z
18062861542793180,14,TRUE,TRUE,FALSE,18,"The govt was never supposed to be this big Krystal. It’s inflated to all hell and we pay the price everyday. The only way is to pull the plug, feel some pain during restructuring, and in the long run, have a limited govt that protects our constitutional rights and from foreign attack. We don’t need a dept of education or Medicaid, as it’s shown to have squandered money and not provide all that’s needed. Sorry, time to drive away and not look in the mirror. The last 40 years of politics proves this.",2025-03-12T15:17:12.000Z
18099300952518531,2,TRUE,FALSE,FALSE,0,Socialism for the rich? What is that? Is poor people’s money being taken by force and given to the rich?,2025-03-13T01:04:51.000Z
18063653221945760,2,TRUE,FALSE,FALSE,0,dear Krystal ball  im a potential governor candidate for ohio in the democrat primary in 2007 my father got seriously injured at work and long story short the company and handful of doctors and the state of ohio attempted to cover it up i would like to know if you would like to interview us for perfectunion to get the story out their i believe it can connect with many folks from where i live and have lived my whole life the mahoning valley and think i can really have an interesting campaign but need help if everyone can make sure krystal see this i would be in your debt,2025-03-17T23:55:46.000Z
18176698771316972,3,FALSE,TRUE,FALSE,0,"The Russians are in the comments section, jeez.",2025-03-13T08:33:58.000Z
18081133774572603,2,TRUE,FALSE,FALSE,0,Have you had @garyseconomics on for a chat yet? I feel like it would be a great discussion.,2025-03-16T17:14:17.000Z
18496883734003237,209,FALSE,FALSE,FALSE,12,Why is he even speaking,2025-04-15T23:57:23.000Z
18067599277934810,219,TRUE,TRUE,FALSE,15,Is it just me or i thought we would never see him again until now?,2025-04-15T23:52:08.000Z
18089378287606765,340,FALSE,TRUE,FALSE,4,Very nice they let him out of the nursing home,2025-04-15T23:50:23.000Z
17843641524458305,1279,TRUE,FALSE,FALSE,46,Now we realize that Trump is the best president in the history of the United States👏🙌,2025-04-15T23:49:26.000Z
17963081906865688,758,FALSE,TRUE,FALSE,13,We had a dead person in the White House for the last 5 years.,2025-04-15T23:50:52.000Z
18050463740345679,170,TRUE,FALSE,FALSE,7,Irrelevant and same old same old.,2025-04-15T23:51:59.000Z
18089511217607167,131,FALSE,TRUE,TRUE,2,Still lying when we know 100% of all crimes under his noise,2025-04-16T00:12:24.000Z
17912933127070723,15,FALSE,TRUE,FALSE,0,REALLY? They’re still going to parade him out in front of people. You would think they would keep him out of the public eye.,2025-04-16T00:43:13.000Z
18161956153349650,10,TRUE,FALSE,FALSE,1,Doge found 21M social security numbers being used by dead people...and who are still cashing cheques. Is that funny?,2025-04-16T00:25:09.000Z
18358176403181992,1602,TRUE,TRUE,FALSE,94,Is he proud of the destruction he caused that Trump now has to clean up?,2025-04-15T23:50:33.000Z
17968213940856330,72,FALSE,TRUE,FALSE,5,Seeing this face and hearing this voice made me sick to my stomach… just a reminder of how awful the past four years were for our country .,2025-04-15T23:58:36.000Z
17941783214994425,20,TRUE,TRUE,FALSE,3,Didn’t listen to him before and I’m not gonna listen to him now,2025-04-16T00:04:59.000Z
18053157389257835,35,TRUE,FALSE,FALSE,0,Thanks for President Trump,2025-04-15T23:59:02.000Z
18025130915663469,265,FALSE,TRUE,FALSE,2,Go away old man!!! Worst President EVER!!!,2025-04-16T00:08:43.000Z
