authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration
1200000,0,FALSE,27,108700,2021-06-06T11:17:46.000Z,7700000,105900000,481700,Thanks grandma  #funny #tizilwa #mauritius #viral #humor #fyp #trending #foryou #tiktok #foryoupage #comedy #xyzbca #mru #like #fypシ #treasure #fy,56
2100000,116,FALSE,446,61000,2021-05-03T02:18:01.000Z,7700000,144100000,721700,IM DEAD IM NO LONGER LIVING SHE KILLED ME ‼️FOLLOW MY IG:@relaxedbryan #viral#mexicanmom#foryoupage#funny#pendejo#crazy#fyp#like#follow,8
810700,68,FALSE,90,214400,2021-01-31T16:46:05.000Z,7400000,26500000,127700,✨makeup inspired by emojis✨ #fyp #foryoupage #like #follow #nan #makeup #emojis,44
223200,36,FALSE,13,213900,2021-03-13T21:13:37.000Z,7300000,25300000,245000,Hehe#fyp#blowthisup#like#foryoupage,15
1700000,4509,FALSE,272,81600,2021-05-31T15:03:00.000Z,6500000,27300000,176300,Give Thanks In All That You Do #speakingfromtheheartbfletcher #follow #comment #share #viral #fyp #like,8
219800,4,FALSE,36,23800,2020-04-01T03:31:32.000Z,6500000,64000000,152300,tujh se Naina Mila ke awesome hone Lage#like #plzlike,8
337900,2859,FALSE,73,20900,2022-02-05T17:47:56.000Z,6200000,43500000,52900,#hiphop  #like  #dance #interview  #hiphopdance #battle #dancebattle  #breakdance #curte #fypシ #vaiprofycaramba #fypage,29
365300,104,FALSE,467,139500,2020-12-04T21:01:04.000Z,6000000,33300000,468900,I wasn’t going anywhere  #fyp #foryoupage #relateable #viral #like #share #funny #dgthekiwi #follow,29
1200000,27,FALSE,215,29600,2022-02-22T02:54:16.000Z,5800000,42800000,35700,HAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAH#mobilecinematography #tiktok #like #ph #trend #rawrboi,6
9100000,4163,FALSE,958,24800,2020-12-28T02:18:41.000Z,5700000,31800000,283200,Shot roulette  #like #follow #fyp #shots,46
161800,462,FALSE,15,21000,2020-05-24T21:45:46.000Z,5700000,30200000,84400,Send a dirty text to your boyfriend around a bunch of people #fyp #foryou #foryoupage #like #follow #trendingsong #tiktok #sendthistosomeone,23
249400,24,FALSE,217,49800,2021-02-11T07:54:44.000Z,5700000,22900000,252600,#fyp #foryoupage #foryou #chunkz #yungfilly #betasquad #youtube #viral #trending #like #comment #share #manlikefatz1,59
114800,84,FALSE,402,42500,2021-05-19T12:24:42.000Z,5500000,25600000,97500,Why did this just bird square up on me.. #MakeMomEpic #fyp #IFeelWeightless #foryou #like #follow #viral #bird #sunconure #fight,10
162400,68,FALSE,19,23400,2020-05-10T22:23:49.000Z,5500000,22500000,22600,Repost #family #adoption #love #fyp #fypage #foryou #foryourpage #bedroomcheck #musicmatters #itsaremix #momsoftiktok #missouri #like #tiktok #fy #mom,19
1400000,658,FALSE,139,132300,2021-05-01T17:33:59.000Z,25600000,212200000,171200,#outfishing_bc #TikTokGGT #fishing #sturgeon #sturgeonfishing #tiktok #fraserriver #bccanada #tiktokindia #riverfishing #fish #letsgo #tankz,9
3400000,79,FALSE,73,407300,2021-09-29T00:27:17.000Z,22900000,145400000,1000000,✨Cat care routine✨#foryou #fyp #foryourpage #cat #catsoftiktok #catlover #cat #petlover #petoftiktok #bathcat #viral #tiktok #viralcat,36
13000000,179,TRUE,629,181500,2021-08-08T03:07:01.000Z,21000000,231200000,259700,Which one is your favorite <3?#insecthaus #tiktok #animals,14
1900000,8,FALSE,320,115600,2022-04-13T16:06:55.000Z,20800000,235000000,347500,I tuoi animali domestici sono obbedienti?#animale #pappagallo #tiktok #grazia,21
5100000,37,FALSE,136,233600,2021-01-09T15:38:27.000Z,20000000,227100000,1300000,Wee #foryou #foryoupage #tiktok #wee #funny #dog #animals #4u #xyzbca #fypage #fail #fyp #viral,7
8000000,69,TRUE,147,214600,2020-09-05T23:27:18.000Z,19400000,169500000,433300,Our WHOLE Zoom class pranked our teacher  (she was so confused!!) #foryou #foryoupage #fyp #tiktok #viral #funny #trend #trending #funny #lol,14
13200000,28,TRUE,303,66000,2020-02-25T12:11:06.000Z,19300000,200600000,377700,Ara Woah  #woah  #woahchallenge  #foryou  #fyp  #meme  #이아라  #틱톡  #tiktok,17
11100000,103,TRUE,61,215800,2021-05-14T19:09:45.000Z,17100000,132000000,298700,Bees swarming in the morning! #bees #truck #tiktok #animals #foryou #texas,59
13200000,28,TRUE,303,45700,2020-01-08T13:21:44.000Z,17000000,178300000,629300,Ara Woah #woah #woahchallenge #foryou #tiktok #poodle #dogchallenge #dog #trick #dogtrick #이아라 #킴미소,13
3300000,16,FALSE,89,105100,2020-10-26T12:55:25.000Z,16700000,177500000,500000,minecraft_noon #minecraft #minecraftpe #minecraftbuilding #satisfying #build #house #foryou #pourtoi #tiktok #fyp #tendance #tiktok,30
1100000,12,FALSE,1,131800,2021-07-16T02:39:16.000Z,16400000,215800000,504500,Did you find a lot of surprises?#goodthing#goodthings#sueful #tiktok #fypシ,58
11100000,103,TRUE,61,257500,2021-03-12T18:08:30.000Z,16000000,102300000,485700,Save the bees! #bees #tiktok #foryou #fyp #nature #love #animals #amazing,59
7300000,99,TRUE,425,86100,2022-04-02T17:23:13.000Z,15500000,243800000,281300,That HURT‼️ #virall #funny #prank #fyp #foryourpage #tiktok,11
5100000,37,FALSE,136,170600,2020-12-28T19:51:47.000Z,14700000,127700000,621700,Wee  #foryou #foryoupage #4u #tiktok #animals #xyzbca #fypage #funny #wee #dog #fyp #viral #fy,7
4000000,7,FALSE,266,30600,2020-03-01T09:59:12.000Z,14200000,150700000,196700,#foryou #foryoupage #tiktok #viral #wow,21
359400,63,FALSE,54,178800,2020-05-23T03:30:48.000Z,13700000,76900000,673200,Netflix vs reality  #neverhaveiever #fyp #inyourface #viral #trend #tiktok #comedy,10
1900000,127,FALSE,133,27300,2020-08-02T20:53:00.000Z,12800000,100500000,40800,it was fun while it lasted! Check out @sassybus on insta for more #byetiktok #fyp #tiktok #busconversion #vanbuild,21
9800000,752,TRUE,867,65700,2020-05-27T04:14:48.000Z,12200000,191400000,341900,he thought he broke my neck!  @holygxd74  #foryou #foryoupage #tiktok,16
495200,29,FALSE,63,384800,2022-02-25T20:30:53.000Z,12100000,130100000,468800,Oldest woman in the world  #viral #viralvideos #tiktok,11
5600000,25,FALSE,343,150700,2021-05-10T12:43:59.000Z,12000000,117700000,394000,#tiktok #whale,12
3200000,617,FALSE,109,467000,2020-06-17T20:27:34.000Z,37200000,299500000,2800000,Repost  #catsoftiktok #viral #funny #cute #cutness #foryoupage,13
14500000,50,FALSE,465,401700,2021-03-18T15:05:42.000Z,28000000,279900000,1200000,Dinky the chipmunk can fit more into his mouth then you #fyp #wholesome #viral #dinky #chipmunk,15
4200000,383,TRUE,323,528800,2021-01-12T19:58:56.000Z,26100000,259300000,1200000,Wee!   #Wee #fyp #jump #jumping #viral #weememes #weeme @weeememes,8
46500000,263,TRUE,1280,253100,2021-04-24T14:42:48.000Z,24900000,181200000,275300,@malek sameh 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,11
7600000,147,FALSE,1900,309500,2020-08-05T23:27:48.000Z,24900000,196100000,975900,every beat  #foryou #foryoupage #fyp #viral #GotMilkChallenge #TikTokRecipe,12
3400000,79,FALSE,73,407300,2021-09-29T00:27:17.000Z,22900000,145400000,1000000,✨Cat care routine✨#foryou #fyp #foryourpage #cat #catsoftiktok #catlover #cat #petlover #petoftiktok #bathcat #viral #tiktok #viralcat,36
3700000,1725,FALSE,366,187500,2022-03-06T12:19:17.000Z,22900000,121600000,194400,#fyp #foru #foryou #xyzbca #xyzcba #duet #stitch #viral #blowthisup #bass #basssinger #lukethevoice #seashanty,34
4200000,107,FALSE,405,242900,2022-03-01T13:50:46.000Z,22500000,177600000,953900,On today’s episode of 17 kids and counting… #fyp #viral #babygoat #bottlefeeding,59
3600000,16,TRUE,214,106000,2021-05-31T14:59:05.000Z,21700000,135300000,69600,@khaby.lame #art #drawing #cut #viral #global #eduwoes  Who is next?,44
46500000,263,TRUE,1280,262100,2021-03-11T14:41:32.000Z,21000000,170500000,303700,@a.k.a qdesw. 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,13
46500000,263,TRUE,1280,244100,2021-05-02T14:41:30.000Z,20100000,189900000,375600,@nameaana 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,12
2400000,327,FALSE,85,263100,2021-03-28T07:39:45.000Z,20100000,126000000,170400,"Answer to @annkemdubai11 , I finally made one for Spiderman. 21 hrs work. #thunderart #art #tomholland #viral #wow",17
5100000,37,FALSE,136,233600,2021-01-09T15:38:27.000Z,20000000,227100000,1300000,Wee #foryou #foryoupage #tiktok #wee #funny #dog #animals #4u #xyzbca #fypage #fail #fyp #viral,7
5400000,1,FALSE,322,308900,2021-05-12T12:55:38.000Z,20000000,354800000,379000,#viral #viral#foryou #foryou #foryoupage #kapsalonfreedomboxmeer,59
497400,583,FALSE,2541,154800,2021-12-12T12:21:36.000Z,19500000,167400000,314100,#foryoupage #food #cooking #viral #sucuk #suçuk #keşfet,10
8000000,69,TRUE,147,214600,2020-09-05T23:27:18.000Z,19400000,169500000,433300,Our WHOLE Zoom class pranked our teacher  (she was so confused!!) #foryou #foryoupage #fyp #tiktok #viral #funny #trend #trending #funny #lol,14
3800000,371,TRUE,238,100600,2019-11-19T09:31:40.000Z,18700000,165900000,368000,MAKE THIS MORE VIRAL THAN THE GIRL THAT UPLOADED ME AND DIDNT CREDIT @buiibeu  #foryou #foryoupage #fyp #dancemonkey #viral #inoxia #busker #singer,59
2700000,100,FALSE,304,256600,2021-05-30T20:31:04.000Z,18300000,204400000,543800,For my FOLLOWERS! # #candy #candydrawer #asmr #restock #refill #chocolate #krystleklear #fypシ #FYP #foryoupage #foryou #viral #kids #kidstiktok,54
2700000,96,TRUE,1116,391100,2021-02-11T04:09:25.000Z,16900000,140900000,508600,@whatsondubai #eliefeghaly7 #dubai #uae #visitdubai #amazing #ksa #russia #moscow #fyp #foryoupage #viral #abovetheclouds #italy #india #uk #usa #uae,14
10500000,0,FALSE,31,115100,2021-08-13T03:06:47.000Z,16800000,252100000,204400,❌ no te aproximes a mis otros videos #viral #trend #new #foryou #fyp #foryoupage #tiktokviral #fypage #parati #fypシ #4you #4u #parati,18
1100000,381,FALSE,161,136900,2021-11-17T03:30:39.000Z,22800000,141200000,486100,Cactus Choir performing Industry Baby with my little demonic  babies #dancingcactus❤️❤️❤️ #cactus #industrybaby @lilnasx @Jack Harlow #music,34
5800000,2775,TRUE,670,100900,2019-03-01T04:48:20.000Z,11600000,149500000,1200000,Teaching Granny Meme Songs  #foryou #comedy #dametucosita #fox #gmoney #music #meme #lol,13
6900000,0,FALSE,393,573100,2021-04-16T20:08:22.000Z,11000000,74300000,52700,#foryoupage #react #music #fyp,34
16000000,1945,TRUE,1176,63800,2020-03-04T20:36:49.000Z,10000000,68800000,104400,SINGING WITH @jamescharles  (How did we do?) #singing #fyp #tiktok #music #beatboxchallenge,19
19500000,115,TRUE,363,26100,2019-12-23T13:21:51.000Z,9600000,76300000,104400,Chillin in Doha  1 or 2 ? #qatarfoundation #jordikoalitic #photo #creative #4u #tiktok #funny #easy #tricks #music,11
21200000,34,TRUE,790,56200,2021-08-12T13:58:45.000Z,9500000,143000000,154100,Getting caught #mercuri_88 #littlebrother #mom #foryou #foryoupage #beggin #pov #trend #comedy #funny #humor #xyzbca #perte #music #fy #4u #fyp #fypシ,8
69100000,60,TRUE,343,26300,2020-03-13T13:18:11.000Z,9300000,61300000,92600,Makeup Artist or Magician? @selenagomez #magic #music,14
1400000,225,FALSE,485,18000,2021-08-05T16:57:31.000Z,9100000,35800000,51100,You know I had to do it  @violin.tiktok #oboe #violin #music #musician #fyp ib:@twosetviolin,8
534700,57,FALSE,147,29500,2021-06-26T09:14:10.000Z,8600000,59000000,237400,Tory Lanez  #WorkThisWay #fyp #foryou #viral #trending #edit #celebrity #music #freestyle #torylanez,21
16000000,1945,TRUE,1176,62500,2020-03-11T00:19:27.000Z,8300000,55800000,59100,Aren’t we cute? ☺️ @addisonre (Tag your partner in crime) #fyp #singing #dance #tiktok #music #foryou,11
12900000,71,TRUE,552,12400,2020-02-20T11:52:28.000Z,8200000,57400000,16800,Hearts #fanart #foryou #music #billieeilish #song #fyp #art #billieeilishfans #зурхоккей #hcsalavat #singlelife #рольвтикток #СберЛюбимка,15
1600000,66,TRUE,62,60900,2020-12-27T10:54:31.000Z,8100000,51800000,278800,Secret life of pets  #music #funny #foryou,30
1800000,35,FALSE,507,22800,2021-05-29T22:19:28.000Z,7900000,40000000,17600,Her voice is angelic  #fyp #foryoupage #InTheHeightsChallenge #HoldMyMilk #music #foryou,21
16000000,1945,TRUE,1176,20500,2020-02-17T22:46:53.000Z,7800000,61200000,21900,HE DESTROYED MY PHONE  @topperguild #fyp #foryou #singing #tiktok #music,10
3400000,350,TRUE,230,59400,2021-05-24T23:08:44.000Z,7500000,44400000,149800,Reply to @ur.emothot thank y’all so much for 800k it’s unbelievable I LOVE YALL SO MUCH #singing #cover #music,20
273000,97,FALSE,36,17000,2021-11-08T01:00:27.000Z,7200000,50100000,77600,Làm lại chiếc vid triệu view của Nữ Hoàng Ava Max  #avamax #music #lyrics #fyp #xuhuong,36
242400,186,FALSE,34,133000,2021-01-31T17:38:09.000Z,7200000,47900000,229700,#collage avec @seresto_dad #fyp #pourtoi #vegan #veganteacher #foryou #foryoupage #fürdich #piano #music #steak #hummustrend,9
55000000,8858,TRUE,1310,20700,2019-10-14T01:52:50.000Z,7100000,46300000,159500,Beat challenge w/ @taylorfeltmusic  #beatbox #music #foryou,30
1100000,43,FALSE,353,143900,2021-02-19T17:00:55.000Z,6900000,45000000,299400,Algo más q añadir ? #music #i #arte #musica #art #fyp,37
19500000,115,TRUE,363,10100,2019-12-12T12:42:44.000Z,6900000,56300000,136900,Best of the year vol.2  BEST PICTURE ? #jordikoalitic #music #viralvideo #funny #viral #tiktoklover #4u #foryou #tiktok #magic,26
4900000,2277,TRUE,334,66900,2022-05-09T22:28:09.000Z,11100000,62000000,80200,Man I know y’all proud of me with this ⚡️#fyp#foryoupage#fypage#2022#blessed#trending#zenitsu#demonslayer#wtf#awesome#cool#viral#wtf#happy#yes#blowup#fypageシ#pov#duet#yes#thankyou#loveyou#cosplay#workout#motivation,14
503000,0,FALSE,84,59700,2021-12-14T13:43:51.000Z,9900000,50800000,78200,#happy #wholesome #kitten,25
1700000,2149,TRUE,3543,15800,2021-01-12T16:39:47.000Z,8000000,44300000,12900,She is righting her wrongs. #ootd #gown #dress #designer #love #laugh #comedy #jokes #happy #model #happy #goodvibes  #fashion,33
451700,1126,FALSE,96,43400,2020-03-05T18:19:35.000Z,7200000,32500000,156400,Never let someone take your yellow    #yellow #sad #aesthetic #cheater #breakup #carepackage #boxofsunshine #happy #keepgoing #staystrongchallenge,55
769800,11,FALSE,1635,99400,2022-01-14T22:18:09.000Z,7200000,36000000,190600,#frog#frogtok#frogsoftiktok#africanbullfrog#frogs#froggy#toad#bullfrog#dumpy#dumpyfrog#dumpytreefrog#ribbit#animals#ribbits#frogss#amphibian#toad#toads#toadsoftiktok#toadtok#toadtiktok#toadlady#frogsquishmallow#happyfrog#babyfrog#tadpole#tadpoles#poisiondartfrog#dartfrog#animalsinthewild#dirt#crazyfrog#animalfight#mc#friends#frogcontent#frogvideos#frogmusic#singing#sound#notes#leapfrog#singing#happy#happyfrog#twater#fan#hiding#silly#sillyfrog#running#jumping#swimming#croak#call,9
3100000,155,TRUE,828,69000,2020-12-15T18:16:37.000Z,6600000,46200000,426100,Spreading happ this holiday season ✨ Here is part 2 as promised! #FestiveFashion #christmas #dogsoftiktok #happy,12
229400,422,FALSE,36,34500,2021-01-18T22:14:33.000Z,6300000,30800000,282700,Mornings with a Husky #goodmorningvideo #funny #funnyvideos #funnyhusky #husky #huskiesoftiktok #fyp #foryoupage #foryou #huskies #happy,12
424100,0,FALSE,42,22500,2022-04-06T10:30:21.000Z,6200000,38800000,146400,What will Kenny choose today? #talkingdog #dogsoftiktok #clever #fyp #foryou #foryoupage #cute #treat #happy #funny,18
5500000,99,FALSE,679,19000,2020-08-02T02:42:45.000Z,6200000,27900000,47500,Feeding BIG IKE some cactus and giving him a good ole wash ☀️ #tortoisewhisperer #eveningvibes #happy #smile,57
94100,1711,FALSE,45,47900,2022-05-30T20:34:09.000Z,6000000,29800000,26000,Cc:@B.J |#americanshow #kidsgottalent #fyp #fypシ #viral #alightmotion #sad #happy #kenshinsquad #sensq #ramensqd #sugusatosquad #tomoe_squad #proud @its.lea_09 @bl_edits18 @melisa.djc @temarix.nara @.,32
175500,869,FALSE,10,32700,2022-03-31T06:13:13.000Z,5900000,35700000,41900,Round 2 ✌I’m done losing weight now! 80kg gone forever BYE #proud #weightloss #happy #transition #transformation #glowup #2 #fyp,13
1700000,129,TRUE,891,49300,2021-04-27T18:13:00.000Z,5900000,41900000,281300,I just want someone in my life that is this HAPPY to see me  #TikTokGGT #chimp #chimpanzee #happy #sad #goals,16
11600000,29,TRUE,804,45300,2021-06-13T20:31:47.000Z,5800000,58400000,13500,MacBook or Super Cute Dogs? #foryou #dogs #cute #viral #happy #ending,19
769800,11,FALSE,1635,104500,2022-01-22T00:56:10.000Z,5800000,21600000,252100,#greenscreenvideo #rainfrog#frog#frogtok#frogsoftiktok#africanbullfrog#frogs#froggy#toad#bullfrog#dumpy#dumpyfrog#dumpytreefrog#ribbit#animals#ribbits#frogss#amphibian#toad#toads#toadsoftiktok#toadtok#toadtiktok#toadlady#frogsquishmallow#happyfrog#babyfrog#tadpole#tadpoles#poisiondartfrog#dartfrog#animalsinthewild#dirt#crazyfrog#animalfight#mc#friends#frogcontent#frogvideos#frogmusic#singing#sound#notes#leapfrog#singing#happy#happyfrog#twater#fan#hiding#silly#sillyfrog#running#jumping#swimming,7
89800,254,FALSE,104,29800,2021-08-25T20:15:54.000Z,5700000,33600000,55000,My 6 year old tattooed me today!!! #tattok #ink #fresh #dadanddaughter #memories #fyp #foryoupage #viral #trending #cute #happy #LeadWithLove #best #a,72
1100000,104,FALSE,227,359400,2022-02-15T19:45:49.000Z,5600000,64300000,406500,♥️Newt makes the most of what he’s got! #NewtTheNoseless #DontNeedNoNose #happy #dogsofttiktok #picassothewonkyfaceddog #choosehappiness,10
4900000,1,TRUE,119,35300,2022-04-19T23:10:19.000Z,5300000,28000000,33300,Clap along   #comedy #ahh #pharrell #happy #ouch #despicableme #minions #gru,6
112000,2212,FALSE,116,32100,2021-01-20T19:24:24.000Z,5300000,27800000,177100,Brain massage  #dc #dlaciebie #pies #foryou #fyp #fy #fun #malinois #dog #cool #happy,7
211000,1090,FALSE,126,29500,2021-08-12T18:10:00.000Z,5200000,22700000,37400,This teacher is a walking W #greenscreenvideo #wholesome #teacher #happy #smile,15
414300,6,FALSE,294,33400,2020-11-10T17:38:18.000Z,5200000,19000000,23000,Reply to @keyla._reyes yellow journal! I think I’m in love! What color should I do next? #yellow #fyp #foryoupage #journal #art #paper #MyHobby #happy,52
2800000,73,FALSE,295,80200,2021-10-10T19:23:57.000Z,12400000,94100000,81300,Thank you sm for letting me know  my videos are being stolen! I have reported them so hopefully they get taken down ❤️ #disney #sewing #fashion #diy,53
13000000,269,TRUE,2824,98100,2021-03-14T01:23:48.000Z,9700000,56000000,178700,slime looks good on ya @charlidamelio  #kca #slime #charlidamelio #surprise #fashion #slimed,16
1500000,137,TRUE,190,62500,2020-08-26T14:20:04.000Z,9400000,55800000,181000,Grateful Gramps  #gramps #opa #streetwear #fashion #drake #mode #makeover,13
1700000,2149,TRUE,3543,15800,2021-01-12T16:39:47.000Z,8000000,44300000,12900,She is righting her wrongs. #ootd #gown #dress #designer #love #laugh #comedy #jokes #happy #model #happy #goodvibes  #fashion,33
4400000,131,TRUE,95,71300,2021-02-17T01:30:26.000Z,7800000,34000000,50700,"making a frog dress  (this is part 1, the base dress. part 2 will have the coat!) #frogtok #fashion #diy #frog",21
423900,165,FALSE,720,154300,2021-06-27T07:00:46.000Z,6600000,36800000,119900,"The sad thing about the fashion runway, this girl suffered #runway #sadgirl #sad #model #foryou #supermodel #design #pfw #fashion",12
94500,1938,FALSE,57,121500,2021-05-21T17:35:39.000Z,6500000,23100000,82100,Ouch @converse #internship #design #smalldesigner #plzstopstealing #fashion #TWDSurvivalChallenge #fyp,57
587700,69,FALSE,87,36000,2022-04-03T14:58:58.000Z,6300000,41000000,30000,You barely get wet on this ride  @thatstraightfaceguy #fyp #foryou #AFairShotWithBlock #fashion #lifeadvice,23
2200000,163,FALSE,463,17000,2021-11-10T17:55:51.000Z,6000000,54000000,34100,Team DAY or NIGHT? ☀️ OUTFITS ON MY LTK ‼️ #fyp #foryou #fashiontok #inspo #aesthetic #fashion #ootd #outfit #style #fallfashion #winterfashion,24
493700,2,FALSE,314,81800,2021-08-08T15:02:59.000Z,6000000,19100000,83500,Why be like everyone else? #haircut  #fypage #fashion #glowup,15
3500000,262,TRUE,261,34800,2020-02-28T19:07:05.000Z,6000000,37600000,56600,"My mini series with my bff @mariacastellanos_ri called “Style, Not Size”! Looks from #Zara Which outfit was your fav? 1, 2, or 3?! #fashion",15
4400000,131,TRUE,95,63700,2021-01-04T01:48:35.000Z,5900000,21500000,82700,making my dream cottagecore dress (aka my daisy dress ) - inspired by the strawberry dress! #diy #fashion #cottagecore #strawberrydress,25
626300,274,FALSE,305,74000,2020-07-08T07:11:41.000Z,5900000,43500000,271900,Take me back to China #fashion #streetwear #xyzbca,31
4400000,131,TRUE,95,27600,2020-10-18T01:24:04.000Z,5900000,30900000,19000,"making a 12ft social distancing dress - part 1: the hoopskirt! part 2 is going to be the overskirt, bodice, and a matching mask!  #diy #fashion",27
567800,13,FALSE,122,34300,2022-04-10T02:42:15.000Z,5800000,53200000,36400,Can you learn these moves?#pose #fashion #uktiktok #photo #fyp,19
252900,512,FALSE,414,79500,2021-10-20T20:29:06.000Z,5800000,31600000,59200,Welcome to the reality of modeling in NYC. I'm so crushed. #fyp #nyc #modeling #fashion #model #nyclife,172
13100000,141,TRUE,2279,22500,2021-05-19T19:40:42.000Z,5600000,24500000,63800,$70.00 sports bra?  ignore how dirty my leggings are lmfao #makeup #beauty #fashion,59
154500,1668,FALSE,184,29800,2020-07-22T17:42:42.000Z,5600000,22800000,79400,"Once again, quarantine has ignited my love for crafting. I hope y’all enjoyed me ￼upcycling these jeans☺️ #upcycle #crafty #foryou #fashion",59
3500000,262,TRUE,261,27800,2020-03-10T17:44:48.000Z,5500000,37500000,34200,"Style, not size ep 4 with @mariacastellanos_ri Items from @superdown ! Which one is your favorite outfit? #fashion #superdown #bffgoals",15
2500000,436,FALSE,257,13200,2022-01-31T12:10:33.000Z,5500000,37700000,75700,4 poses for non-photogenic people #part2  #fyp #foryoupage #fashion #foryou #style #pose,19
363300,676,FALSE,72,179000,2021-12-26T23:37:57.000Z,5200000,26900000,154700,#fyp #foryou #longtongue #longesttongue #worldstar #viral #crazy #bestvideo,7
86800,308,FALSE,659,17000,2022-05-12T04:39:01.000Z,3900000,41300000,90900,#yosoycreador #fyp #parati  #foryoupage #foryou #viral #funny #bestvideo #tattoo #tatuaje #viral_video #tiktokviral_vidoes #emalla #messi,23
995600,31,FALSE,209,16500,2022-01-12T13:07:25.000Z,3700000,15400000,14400,Magic horse and elf @aleks_nerwen Dress @helena_lee_way #bestvideo #horsevideo,12
673600,11,FALSE,571,7006,2021-10-03T19:30:00.000Z,3600000,82900000,8878,#bestvideo #tiktok4fun #thisis4u #loveyoutiktok,60
97600,636,FALSE,24,19700,2021-09-01T21:27:42.000Z,3500000,22200000,74900,Karen be like.. #tiktok #foryoupage #fyp #foryou #viral #love #funny #memes #followme #fun #happy #follow#comedy #bestvideo #karen #karens #joemama #funnyvideo,32
673600,11,FALSE,571,5173,2021-11-12T15:00:00.000Z,2500000,78700000,7428,#bestvideo #whatthehales #100000$,60
56500,6,FALSE,1,24900,2021-05-04T04:54:40.000Z,2400000,11100000,121100,#cat #foryou #comedy #sorrynotsorry #funny #comedian #tiktoker #like #follow #meme #video #foryoupage #parati #viral #bestvideo #lol #bloopers,11
293300,9,FALSE,48,13200,2021-11-02T13:45:00.000Z,2300000,68800000,21200,#comedy #bestvideo,60
166000,645,FALSE,1942,1346,2019-10-12T21:15:56.000Z,2000000,35700000,4546,My most ever watched video over 10million views. #bestvideo #mostwatched #viral #love #tiktok #howtodo #sinker #joncol #fish #hunter #satisfying #fyp,21
31400,14,FALSE,40,11100,2022-04-22T19:51:44.000Z,2000000,31400000,19700,She’s too calm for this…#bestvideo #foryoupage #catsoftiktok,15
6500000,64,TRUE,275,5772,2019-12-24T12:49:43.000Z,2000000,23600000,47200,JOHN CENAAAA #humor #comedy #funny #johncena #tiktok #pool #bestvideo #geraçãotiktok,11
116000,618,FALSE,233,4349,2021-07-09T16:56:30.000Z,2000000,13100000,10900,JAJAJAJAJ la cara de Benito       #parati #fyp #fypシ #fouryoupage #fy #viral #funnyy #badbunny #bestvideo #pegar #risa #followme️ #badbunnypr,8
568600,73,FALSE,493,1155,2019-11-22T14:58:08.000Z,1500000,17700000,11300,mere Bhai mere yrr New Trend plzz watch till End ❤#JustWrapIt #bestvideo #slowmo #supporting #foryou #sikandar10 #abhi015 #india_84 #sambst,18
673600,11,FALSE,571,2186,2021-11-24T15:20:00.000Z,1500000,51700000,3064,#bestvideo #whatthehales #100000$,60
278300,57,FALSE,109,53500,2022-04-08T16:32:15.000Z,1500000,43200000,215600,I can never un-see this. #BigComfy #EasyWithAdobeExpress #fyp #viral #tiktok4fun #bestvideo #tiktok #reels #funny #chicken #egg #easter,13
40000,491,FALSE,57,18900,2021-08-12T21:50:37.000Z,1300000,14200000,10900,Reply to @vinsonwashere here’s the video in real time. #foryou #fypシ #SyncYourMiO #foryourpage #trending #bestvideo #tiktok #followme #viral #fails,30
