authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration,clean_text,us_count,them_count,negation_count,intensifier_count,hedge_count,is_polarized
132700,97,False,32,65700,2022-05-15T13:09:00.000Z,7700000,36700000,126600,Oh no #fyp #funny #fun,15,Oh no #fyp #funny #fun,0,0,0,0,0,False
21200000,34,True,790,61700,2020-12-03T16:26:55.000Z,7600000,62800000,436100,Brothers 11 #mercuri_88 #iphone #perte #neiperte #foryou #foryoupage #fyp #omg #wtf #brother #rifatta #viral #humor #comedy #fun #funny #xyzbca #ad,7,Brothers 11 #mercuri_88 #iphone #perte #neiperte #foryou #foryoupage #fyp #omg #wtf #brother #rifatta #viral #humor #comedy #fun #funny #xyzbca #ad,0,0,0,0,0,False
528600,273,False,274,20600,2021-11-02T14:55:02.000Z,7600000,48000000,30000,Stacking bags 101  #fyp #foryou #airport #yvr #rampagent #737max #737 #baggage #travel #travelling #vancouver #fun #atwork #fypシ #boeing,33,Stacking bags 101 #fyp #foryou #airport #yvr #rampagent #737max #737 #baggage #travel #travelling #vancouver #fun #atwork #fypシ #boeing,0,0,0,0,0,False
3300000,113,True,40,62500,2020-02-24T02:48:24.000Z,7300000,64300000,153400,These things freak me out #satisfying #life #fun,10,These things freak me out #satisfying #life #fun,0,0,0,0,0,False
19900000,13,True,210,21900,2020-01-12T05:22:10.000Z,7300000,115900000,196500,Hello Kaun ya Corn  #hellokaun #fyp #trending #comedy #fun #shilpashetty,15,Hello Kaun ya Corn #hellokaun #fyp #trending #comedy #fun #shilpashetty,0,0,0,0,0,False
1100000,34,False,500,12300,2020-09-19T19:04:01.000Z,6900000,51200000,10100,This is amazing #fyp #foryou #fun #challenge #tiktok  #Denim4all #SometimesIRun #MyArt,14,This is amazing #fyp #foryou #fun #challenge #tiktok #Denim4all #SometimesIRun #MyArt,0,0,0,0,0,False
4100000,154,False,315,32100,2022-03-29T12:21:39.000Z,6700000,36200000,112100,#wee #funny #dogs #pet #cat #pets #animals #animal #catlover #funnyy #fun #dog #cats #Wee #weee #,28,#wee #funny #dogs #pet #cat #pets #animals #animal #catlover #funnyy #fun #dog #cats #Wee #weee #,0,0,0,0,0,False
4500000,166,False,42,16800,2019-11-25T12:18:33.000Z,6700000,64000000,56200,İnstagram: sanat20sokakta #troll #comedia #tiktok #komedi #viral #fun #world #komedi #lol,11,İnstagram: sanat20sokakta #troll #comedia #tiktok #komedi #viral #fun #world #komedi #lol,0,0,0,0,0,False
2900000,23,False,142,31600,2022-06-22T12:48:58.000Z,6600000,43500000,73400,The end #cat #funnyvideos #funnyvideo #pet #cats #fun #pets #animals #dog #funny #laugh #catsoftiktok #,49,The end #cat #funnyvideos #funnyvideo #pet #cats #fun #pets #animals #dog #funny #laugh #catsoftiktok #,0,0,0,0,0,False
4100000,154,False,315,14400,2022-05-13T13:09:49.000Z,6600000,41200000,58000,#pets #cat #pet #animal #catlover #fun #dog #funnyy #dogs #cats #funnyvideos #funny #animals #Wee #,49,#pets #cat #pet #animal #catlover #fun #dog #funnyy #dogs #cats #funnyvideos #funny #animals #Wee #,0,0,0,0,0,False
1500000,69,False,19,151700,2021-02-02T21:23:50.000Z,18900000,110100000,394000,Had to make sure momma was there #funny #fyp #raccoons #love #bff #foryoupage #ThisorThatSBLV,10,Had to make sure momma was there #funny #fyp #raccoons #love #bff #foryoupage #ThisorThatSBLV,0,0,0,0,0,False
11100000,103,True,61,257500,2021-03-12T18:08:30.000Z,16000000,102300000,485700,Save the bees! #bees #tiktok #foryou #fyp #nature #love #animals #amazing,59,Save the bees! #bees #tiktok #foryou #fyp #nature #love #animals #amazing,0,0,0,0,0,False
405600,41,False,120,73800,2020-12-27T15:59:18.000Z,11400000,67300000,82200,Follow for more#girls #fyp #love,10,Follow for more#girls #fyp #love,0,0,0,0,0,False
726600,1151,False,375,105500,2020-10-18T03:21:23.000Z,11200000,73000000,297900,my quads are burning  #SkateLife #ThriftShop #DoItBold #love #foryou #fyp #tend,10,my quads are burning #SkateLife #ThriftShop #DoItBold #love #foryou #fyp #tend,0,0,0,0,1,False
986700,947,True,367,75400,2020-08-25T09:01:40.000Z,10500000,61600000,170400,Kimba tried recording us  wait for it  #Elephant #Love  @rene_casselly,27,Kimba tried recording us wait for it #Elephant #Love @rene_casselly,1,0,0,0,0,False
2500000,18,False,850,110200,2020-12-14T23:03:49.000Z,10000000,40700000,157600,he thought i was serious  #prank #love #fyp #foryou,57,he thought i was serious #prank #love #fyp #foryou,0,0,0,0,1,False
1700000,1401,False,50,150100,2020-03-02T00:05:33.000Z,9900000,39200000,192400,"share if you love your grandpa, too ❤️ #fyp #xyzabc #drawing #art #love #grandpa #whoeverhas blow this up & I’ll post his reaction",59,"share if you love your grandpa, too ❤️ #fyp #xyzabc #drawing #art #love #grandpa #whoeverhas blow this up & I’ll post his reaction",0,0,0,0,0,False
3500000,2,False,1072,91100,2022-01-26T16:08:13.000Z,9800000,64100000,132400,Patience with the patient! #drtom #veterinarian #vetlife #viral #fyp #foryou #animaldoctor #fypシ #vibes #veterinariansoftiktok #love #dog #dogsofttiktok #compassion,180,Patience with the patient! #drtom #veterinarian #vetlife #viral #fyp #foryou #animaldoctor #fypシ #vibes #veterinariansoftiktok #love #dog #dogsofttiktok #compassion,0,0,0,0,0,False
1200000,15,False,218,50000,2020-02-23T14:13:50.000Z,9700000,97500000,207700,Video Accha lage toh zarur Like karna❤️#slowmo #fyp #foryou #trending #dance #danceindia #foryoupage #dhoka #breakup #love #onesidelove,11,Video Accha lage toh zarur Like karna❤️#slowmo #fyp #foryou #trending #dance #danceindia #foryoupage #dhoka #breakup #love #onesidelove,0,0,0,0,0,False
753100,3094,False,275,95200,2021-03-23T12:56:09.000Z,9600000,57400000,458600,SP Meets Puppy #puppy #puppytiktok #fyp #lab #cute #cockatoo #parrot #baby #love,8,SP Meets Puppy #puppy #puppytiktok #fyp #lab #cute #cockatoo #parrot #baby #love,0,0,0,0,0,False
14300000,15,True,3289,111000,2020-02-02T13:08:08.000Z,9500000,236600000,577800,Tik tok per kisse milna chahte hai uska nam likhiye ..#foryou #angelrai #foryoupage #duetwithangel #tiktokindia #viral #trending #apnehisabse #love,12,Tik tok per kisse milna chahte hai uska nam likhiye ..#foryou #angelrai #foryoupage #duetwithangel #tiktokindia #viral #trending #apnehisabse #love,0,0,0,0,0,False
1800000,119,False,345,394000,2020-12-23T13:03:03.000Z,9400000,87200000,399400,I don’t know why i got so much hate ? Stop hating . #moaca #dog #love #fyp #voorjou #viral #cute #beauty #eating #thenetherlands,10,I don’t know why i got so much hate ? Stop hating . #moaca #dog #love #fyp #voorjou #viral #cute #beauty #eating #thenetherlands,0,0,1,1,0,False
6500000,124,True,473,106100,2020-07-22T18:52:45.000Z,9100000,107200000,419300,"Кто из них настоящий мужчина? Отец должен быть примером, а не обидчиком Насилие-это неправильно и страшно. #love #lovestory #family",48,"Кто из них настоящий мужчина? Отец должен быть примером, а не обидчиком Насилие-это неправильно и страшно. #love #lovestory #family",0,0,0,0,0,False
2200000,0,False,586,151100,2021-12-20T05:51:04.000Z,8900000,91500000,134100,Social experiment❤️I recognised a love when a beggar shared his food with me respect ✊#foryou #foryoupage #respect #love,30,Social experiment❤️I recognised a love when a beggar shared his food with me respect ✊#foryou #foryoupage #respect #love,0,0,0,0,0,False
171200,130,False,52,117700,2020-11-25T21:20:33.000Z,8900000,36700000,381100,My boo #fyp #foryoupage #dog #puppylove #love #pet #myboo #whenwewereyounger #xzybca #trending,9,My boo #fyp #foryoupage #dog #puppylove #love #pet #myboo #whenwewereyounger #xzybca #trending,0,0,0,0,0,False
22400000,26,True,309,20000,2020-10-20T16:25:18.000Z,8800000,85700000,17900,She CHOSE him because I didn’t have enough  #tiktok #love #viral #fyp #foryou,58,She CHOSE him because I didn’t have enough #tiktok #love #viral #fyp #foryou,0,0,1,0,0,False
4000000,97,False,1032,106800,2022-04-27T20:20:38.000Z,17300000,94900000,263200,Boops! #NOTpets #jaguar #jag #cougar #purr #purring #purrs #hyena #bear #boop #boops #boopthesnoot #boopboopboop #love #amazing #bigcat #bigcats #cat #cats #lion #lioness #lions #fl #florida #fyp,61,Boops! #NOTpets #jaguar #jag #cougar #purr #purring #purrs #hyena #bear #boop #boops #boopthesnoot #boopboopboop #love #amazing #bigcat #bigcats #cat #cats #lion #lioness #lions #fl #florida #fyp,0,0,0,0,0,False
14000000,192,False,406,47500,2021-10-26T16:37:00.000Z,8400000,110600000,70100,Spa Day 64  @noeminikita #spa #spaday #skincare #skincareroutine #spanight #foryoupage #tiktok #love #couple #fyp,57,Spa Day 64 @noeminikita #spa #spaday #skincare #skincareroutine #spanight #foryoupage #tiktok #love #couple #fyp,0,0,0,0,0,False
11000000,797,True,700,21800,2022-05-11T00:08:07.000Z,8200000,105500000,22000,‍♀️ @jlo1017 #fyp #FindYourEdge#love #LetsPlay #AmericanIdol #foryou,8,‍♀️ @jlo1017 #fyp #FindYourEdge#love #LetsPlay #AmericanIdol #foryou,0,0,0,0,0,False
286100,0,False,5,86300,2021-07-25T02:45:07.000Z,8200000,44200000,95300,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,13,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,0,0,0,0,0,False
3500000,417,False,702,164600,2021-07-06T02:36:20.000Z,11700000,120500000,398200,Check out this detail second one of the day #detailing #fyp #like #share #comment #follow #viral,167,Check out this detail second one of the day #detailing #fyp #like #share #comment #follow #viral,0,0,0,0,0,False
921000,97,False,299,79300,2020-11-26T17:22:12.000Z,11200000,146600000,291800,Baby learns to swim#tiktok #swim #baby #foryou #follow #fyp,15,Baby learns to swim#tiktok #swim #baby #foryou #follow #fyp,0,0,0,0,0,False
376600,593,False,806,9326,2020-12-01T13:08:00.000Z,8700000,14000000,2188,Raga ma sono impossibili ‍♂️ #perte #screen #trend #fyp #viral #neiperte #tiktok #foryou #like #follow #crazy,9,Raga ma sono impossibili ‍♂️ #perte #screen #trend #fyp #viral #neiperte #tiktok #foryou #like #follow #crazy,0,0,0,0,0,False
286100,0,False,5,86300,2021-07-25T02:45:07.000Z,8200000,44200000,95300,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,13,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,0,0,0,0,0,False
2100000,116,False,446,61000,2021-05-03T02:18:01.000Z,7700000,144100000,721700,IM DEAD IM NO LONGER LIVING SHE KILLED ME ‼️FOLLOW MY IG:@relaxedbryan #viral#mexicanmom#foryoupage#funny#pendejo#crazy#fyp#like#follow,8,IM DEAD IM NO LONGER LIVING SHE KILLED ME ‼️FOLLOW MY IG:@relaxedbryan #viral#mexicanmom#foryoupage#funny#pendejo#crazy#fyp#like#follow,0,0,1,0,0,False
810700,68,False,90,214400,2021-01-31T16:46:05.000Z,7400000,26500000,127700,✨makeup inspired by emojis✨ #fyp #foryoupage #like #follow #nan #makeup #emojis,44,✨makeup inspired by emojis✨ #fyp #foryoupage #like #follow #nan #makeup #emojis,0,0,0,0,0,False
461800,1490,False,120,73900,2021-02-24T18:35:10.000Z,7200000,40300000,257900,C’est l’heure d’aller à l’école#pourtoi #fyp #animal #chat #catlover #cattiktok #funny #foryoupage #drole #catoftiktok #tiktok #follow  #weakyweaky,10,C’est l’heure d’aller à l’école#pourtoi #fyp #animal #chat #catlover #cattiktok #funny #foryoupage #drole #catoftiktok #tiktok #follow #weakyweaky,0,0,0,0,0,False
290900,84,False,23,8919,2020-10-30T18:32:54.000Z,6500000,47500000,9457,#stitch with @gregory_moon #TimeWarpScan I just can’t compete #fypシ #foryourpage #follow,16,#stitch with @gregory_moon #TimeWarpScan I just can’t compete #fypシ #foryourpage #follow,0,0,1,0,0,False
1700000,4509,False,272,81600,2021-05-31T15:03:00.000Z,6500000,27300000,176300,Give Thanks In All That You Do #speakingfromtheheartbfletcher #follow #comment #share #viral #fyp #like,8,Give Thanks In All That You Do #speakingfromtheheartbfletcher #follow #comment #share #viral #fyp #like,0,0,0,0,0,False
154600,620,False,194,81800,2021-01-06T19:34:44.000Z,6200000,66900000,138300,#foryou #viral #parati #follow #viral_video,7,#foryou #viral #parati #follow #viral_video,0,0,0,0,0,False
365300,104,False,467,139500,2020-12-04T21:01:04.000Z,6000000,33300000,468900,I wasn’t going anywhere  #fyp #foryoupage #relateable #viral #like #share #funny #dgthekiwi #follow,29,I wasn’t going anywhere #fyp #foryoupage #relateable #viral #like #share #funny #dgthekiwi #follow,0,0,1,0,0,False
9100000,4163,False,958,24800,2020-12-28T02:18:41.000Z,5700000,31800000,283200,Shot roulette  #like #follow #fyp #shots,46,Shot roulette #like #follow #fyp #shots,0,0,0,0,0,False
161800,462,False,15,21000,2020-05-24T21:45:46.000Z,5700000,30200000,84400,Send a dirty text to your boyfriend around a bunch of people #fyp #foryou #foryoupage #like #follow #trendingsong #tiktok #sendthistosomeone,23,Send a dirty text to your boyfriend around a bunch of people #fyp #foryou #foryoupage #like #follow #trendingsong #tiktok #sendthistosomeone,0,0,0,0,0,False
114800,84,False,402,42500,2021-05-19T12:24:42.000Z,5500000,25600000,97500,Why did this just bird square up on me.. #MakeMomEpic #fyp #IFeelWeightless #foryou #like #follow #viral #bird #sunconure #fight,10,Why did this just bird square up on me.. #MakeMomEpic #fyp #IFeelWeightless #foryou #like #follow #viral #bird #sunconure #fight,0,0,0,0,0,False
826300,459,False,684,47100,2020-11-10T17:53:29.000Z,5500000,31000000,206700,"My two stallions always make me laugh, though I had a little heart attack here  #JDWonderland #fyp #follow #equestrian #fail",10,"My two stallions always make me laugh, though I had a little heart attack here #JDWonderland #fyp #follow #equestrian #fail",0,0,0,0,0,False
945600,27,False,65,44700,2022-05-07T22:14:32.000Z,5500000,20200000,35900,mums don’t get enough credit </3 #animator #animation #sad #viral #vent #relatable #foryoupage #follow #procreate #stickmanclive #binge #deppresiøn #tiktok #fypシ゚viral #ily #mum,14,mums don’t get enough credit </3 #animator #animation #sad #viral #vent #relatable #foryoupage #follow #procreate #stickmanclive #binge #deppresiøn #tiktok #fypシ゚viral #ily #mum,0,0,1,0,0,False
565100,9,False,29,10100,2022-04-12T21:19:11.000Z,5100000,49800000,17500,SAD #cartoonbox #foryou #follow #sad #fyp,33,SAD #cartoonbox #foryou #follow #sad #fyp,0,0,0,0,0,False
689600,294,False,124,35800,2021-01-26T03:21:49.000Z,5100000,37200000,43200,I love cruising  stay tuned for a giveaway on my ig and sub to my YouTube in bio #fyp #foryou #cruisewithme #carsoftiktok #follow,15,I love cruising stay tuned for a giveaway on my ig and sub to my YouTube in bio #fyp #foryou #cruisewithme #carsoftiktok #follow,0,0,0,0,0,False
43000,22,False,6,81500,2021-06-14T00:34:55.000Z,5000000,20300000,152100,it’s my fish #foryou #fyp #cutecatvideos #russianbluecross #13weeksold #foryoupage #cattok #getmefamous #featuremе #follow #cats,7,it’s my fish #foryou #fyp #cutecatvideos #russianbluecross #13weeksold #foryoupage #cattok #getmefamous #featuremе #follow #cats,0,0,0,0,0,False
55900,242,False,7,170500,2021-01-30T03:24:21.000Z,5000000,19700000,250400,I DONT CARE #biden2020 #liberal #fyp #politics #prochoice #tiktok #spirituality #2020 #biden #christian #love #conservative #follow #trump #trump2020,51,I DONT CARE #biden2020 #liberal #fyp #politics #prochoice #tiktok #spirituality #2020 #biden #christian #love #conservative #follow #trump #trump2020,0,0,0,0,0,False
4100000,203,False,1705,83000,2021-09-18T22:57:55.000Z,8400000,54700000,199300,This is the first running/screaming video that inspired all my others  Follow for more  #yeahthatgreenville #greenvillesc #greenville #parkour #perfectlycutscreams #scream #yell #yelling #falling #run #running #funny #meme #memes #viral #trending #TeamUSATryout #IDeserveTuitionContest #ZFlipClackdown #lol #memesdaily #tiktok,8,This is the first running/screaming video that inspired all my others Follow for more #yeahthatgreenville #greenvillesc #greenville #parkour #perfectlycutscreams #scream #yell #yelling #falling #run #running #funny #meme #memes #viral #trending #TeamUSATryout #IDeserveTuitionContest #ZFlipClackdown #lol #memesdaily #tiktok,0,0,0,0,0,False
260000,4232,False,171,70000,2021-02-22T00:37:25.000Z,3500000,18100000,209700,#dankmemes #memesdaily #dank #memez #memesdaily #memez #dank #memesdaily #memestagram #memes,8,#dankmemes #memesdaily #dank #memez #memesdaily #memez #dank #memesdaily #memestagram #memes,0,0,0,0,0,False
36800,23,False,44,51600,2022-04-07T22:22:08.000Z,3200000,18400000,57800,#tiktokpoll #f #fyp #foryou #foryoupage #fypシ #fy #funny #fypage #lol #laugh #lmao #lmaoo #lmfaoo #lmfaooo #dog #crazy #why #speakingcursive #whatthedogdoin #meme #memestiktok #tiktok #memes #memegod #memesdaily #memesbr #bruhmoment #bruh #bruhh #bruhhh #bruhgang @namecalledcharlez,58,#tiktokpoll #f #fyp #foryou #foryoupage #fypシ #fy #funny #fypage #lol #laugh #lmao #lmaoo #lmfaoo #lmfaooo #dog #crazy #why #speakingcursive #whatthedogdoin #meme #memestiktok #tiktok #memes #memegod #memesdaily #memesbr #bruhmoment #bruh #bruhh #bruhhh #bruhgang @namecalledcharlez,0,0,0,0,0,False
2200000,415,False,338,19900,2022-01-15T19:44:46.000Z,2800000,14500000,64000,#meme #Memes #memestagram #memesdaily #memeitalia #gtadrawing #sanandreasarts,15,#meme #Memes #memestagram #memesdaily #memeitalia #gtadrawing #sanandreasarts,0,0,0,0,0,False
16600000,220,True,256,8256,2022-06-06T22:58:23.000Z,2600000,14500000,2071,I was class of 2016 and I already had 6M followers on IG back then. but you guys think I blew up on tiktok lol I’m an OG  #school #memesdaily,30,I was class of 2016 and I already had 6M followers on IG back then. but you guys think I blew up on tiktok lol I’m an OG #school #memesdaily,0,0,0,0,1,False
64800,8,False,49,19600,2022-04-28T17:53:57.000Z,2400000,21600000,66600,hell nah#breakupmeme #breakupmemes #couplefightsbelike #insecuregirls #girlsmemes #meme #memestiktok #memegod #memesdaily #meme #foryoupage #fyp,15,hell nah#breakupmeme #breakupmemes #couplefightsbelike #insecuregirls #girlsmemes #meme #memestiktok #memegod #memesdaily #meme #foryoupage #fyp,0,0,0,0,0,False
519300,13,False,97,5671,2021-09-06T14:27:28.000Z,2100000,16800000,14500,Showing you original memes part 11#memes #memesdaily #funnymemes #fyp #foryou #foryoupage,12,Showing you original memes part 11#memes #memesdaily #funnymemes #fyp #foryou #foryoupage,0,0,0,0,0,False
1300000,35,False,142,18700,2022-04-20T07:07:16.000Z,2000000,16000000,79300,Come guys follow my twitter for surprise..#sansss65 #animation #memesdaily #funny #model #nft  #fyp,119,Come guys follow my twitter for surprise..#sansss65 #animation #memesdaily #funny #model #nft #fyp,0,0,0,0,0,False
519300,13,False,97,3419,2021-09-22T11:46:44.000Z,1900000,10900000,10600,Showing you original memes part 27#memes #meme #memesdaily #fyp #foryou #tiktok #foryoupage,11,Showing you original memes part 27#memes #meme #memesdaily #fyp #foryou #tiktok #foryoupage,0,0,0,0,0,False
293900,5,False,1182,4000,2021-06-17T20:48:41.000Z,1900000,14000000,2685,#foryou #funny #memes #memegod #mememe #memehub #memesdaily #memez #boyfriend #girlfriend #humor #funnyvideos          vc to 9 g a g,14,#foryou #funny #memes #memegod #mememe #memehub #memesdaily #memez #boyfriend #girlfriend #humor #funnyvideos vc to 9 g a g,0,0,0,0,0,False
3500000,1,False,119,5002,2021-05-17T11:27:18.000Z,1600000,15800000,5235,#risa #humor #memes #españa #meme #comedia #risas #funny #lol #funnymemes #memesespañol #gracioso #memesdaily #jajaja #chiste #lmao #wtf #dankmemes,33,#risa #humor #memes #españa #meme #comedia #risas #funny #lol #funnymemes #memesespañol #gracioso #memesdaily #jajaja #chiste #lmao #wtf #dankmemes,0,0,0,0,0,False
76400,1706,False,4,16400,2020-12-19T14:14:52.000Z,1500000,15100000,91200,omg#smile #meme #memesdaily #funny #funnyvideos #video #italia #usa,11,omg#smile #meme #memesdaily #funny #funnyvideos #video #italia #usa,0,0,0,0,0,False
1300000,4664,False,2251,4530,2021-02-15T21:23:19.000Z,1400000,6100000,12700,#funnyaf #blindreaction #humour #oof #memesdaily #reactionvids,45,#funnyaf #blindreaction #humour #oof #memesdaily #reactionvids,0,0,0,0,0,False
272000,183,False,558,15000,2022-03-22T18:06:06.000Z,1300000,11000000,44300,#fyp #memes #memestiktok #memehub #memesdaily #fypシ #viral I don’t know what to post anymore please give me ideas,8,#fyp #memes #memestiktok #memehub #memesdaily #fypシ #viral I don’t know what to post anymore please give me ideas,0,0,1,0,0,False
178700,157,False,950,31200,2022-04-08T09:34:46.000Z,1300000,11800000,147900,#goviralgo #goviral #fyfyfyfyfyfy #memeshub #memeshub #memesdaily #foryou #meme #memer #,5,#goviralgo #goviral #fyfyfyfyfyfy #memeshub #memeshub #memesdaily #foryou #meme #memer #,0,0,0,0,0,False
1600000,85,False,1068,39400,2020-07-18T12:31:26.000Z,1200000,4400000,120500,Tag your bestfriend  part 3 #relatablememes #relatable #memesdaily #tiktok #school,19,Tag your bestfriend part 3 #relatablememes #relatable #memesdaily #tiktok #school,0,0,0,0,0,False
16600,1,False,48,11800,2022-04-03T19:59:54.000Z,1100000,13500000,91200,Lol  #meme #memes #memestiktok #memesdaily #dailymemes #memes #relatablememes #memegod #memez #memezar #relatablememer #explorememe #worldmemetiktok #lol #relatable #fyp #viral,6,Lol #meme #memes #memestiktok #memesdaily #dailymemes #memes #relatablememes #memegod #memez #memezar #relatablememer #explorememe #worldmemetiktok #lol #relatable #fyp #viral,0,0,0,0,0,False
103700,633,False,18,3239,2021-12-28T16:01:28.000Z,1100000,9700000,32700,#followformorevideo #follow #fyp #fypシ #laugh #humor #memesdaily #parati #crazy #risas #dankmemes #riete #parareir,90,#followformorevideo #follow #fyp #fypシ #laugh #humor #memesdaily #parati #crazy #risas #dankmemes #riete #parareir,0,0,0,0,0,False
319100,82,False,46,2234,2022-03-10T15:30:57.000Z,977600,5500000,5643,@pain_hub2546 #memes #memesdaily #funnymemes #meme #LinkBudsNeverOff,12,@pain_hub2546 #memes #memesdaily #funnymemes #meme #LinkBudsNeverOff,0,0,0,0,0,False
41400,1747,False,568,2533,2022-01-26T20:22:36.000Z,959100,3900000,13000,#greenscreen #memes #meme #memehub #memesdaily #memesontiktok #tiktokmemes #comedy #funny #lol #humor #viral #hilarious #fyp #fypシ #foryou #foryoupage #oklahoma #oklahomadepartmentofwildlife #mountainlion #kitty,41,#greenscreen #memes #meme #memehub #memesdaily #memesontiktok #tiktokmemes #comedy #funny #lol #humor #viral #hilarious #fyp #fypシ #foryou #foryoupage #oklahoma #oklahomadepartmentofwildlife #mountainlion #kitty,0,0,0,0,0,False
683700,157,False,76,234300,2021-03-27T01:09:39.000Z,16300000,71000000,616500,#stitch with @nikhagen hate my life  #stitch #fatherandson #comment #share #like #fyp,9,#stitch with @nikhagen hate my life #stitch #fatherandson #comment #share #like #fyp,0,0,0,0,0,False
52100000,0,True,58,523700,2022-04-06T02:49:43.000Z,14300000,81600000,684200,️   아미가 #좋아요 See you soon #Like by #BTS #방탄소년단 #jhope #Jimin #SUGA,12,️ 아미가 #좋아요 See you soon #Like by #BTS #방탄소년단 #jhope #Jimin #SUGA,0,0,0,0,0,False
3500000,417,False,702,164600,2021-07-06T02:36:20.000Z,11700000,120500000,398200,Check out this detail second one of the day #detailing #fyp #like #share #comment #follow #viral,167,Check out this detail second one of the day #detailing #fyp #like #share #comment #follow #viral,0,0,0,0,0,False
376600,593,False,806,9326,2020-12-01T13:08:00.000Z,8700000,14000000,2188,Raga ma sono impossibili ‍♂️ #perte #screen #trend #fyp #viral #neiperte #tiktok #foryou #like #follow #crazy,9,Raga ma sono impossibili ‍♂️ #perte #screen #trend #fyp #viral #neiperte #tiktok #foryou #like #follow #crazy,0,0,0,0,0,False
286100,0,False,5,86300,2021-07-25T02:45:07.000Z,8200000,44200000,95300,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,13,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,0,0,0,0,0,False
362200,1040,False,314,59700,2020-04-18T16:35:27.000Z,7700000,69900000,376700,#filmireel #like #tiktokindia_ My lado.. cute.... nephew,11,#filmireel #like #tiktokindia_ My lado.. cute.... nephew,0,0,0,0,0,False
1200000,0,False,27,108700,2021-06-06T11:17:46.000Z,7700000,105900000,481700,Thanks grandma  #funny #tizilwa #mauritius #viral #humor #fyp #trending #foryou #tiktok #foryoupage #comedy #xyzbca #mru #like #fypシ #treasure #fy,56,Thanks grandma #funny #tizilwa #mauritius #viral #humor #fyp #trending #foryou #tiktok #foryoupage #comedy #xyzbca #mru #like #fypシ #treasure #fy,0,0,0,0,0,False
2100000,116,False,446,61000,2021-05-03T02:18:01.000Z,7700000,144100000,721700,IM DEAD IM NO LONGER LIVING SHE KILLED ME ‼️FOLLOW MY IG:@relaxedbryan #viral#mexicanmom#foryoupage#funny#pendejo#crazy#fyp#like#follow,8,IM DEAD IM NO LONGER LIVING SHE KILLED ME ‼️FOLLOW MY IG:@relaxedbryan #viral#mexicanmom#foryoupage#funny#pendejo#crazy#fyp#like#follow,0,0,1,0,0,False
810700,68,False,90,214400,2021-01-31T16:46:05.000Z,7400000,26500000,127700,✨makeup inspired by emojis✨ #fyp #foryoupage #like #follow #nan #makeup #emojis,44,✨makeup inspired by emojis✨ #fyp #foryoupage #like #follow #nan #makeup #emojis,0,0,0,0,0,False
223200,36,False,13,213900,2021-03-13T21:13:37.000Z,7300000,25300000,245000,Hehe#fyp#blowthisup#like#foryoupage,15,Hehe#fyp#blowthisup#like#foryoupage,0,0,0,0,0,False
1700000,4509,False,272,81600,2021-05-31T15:03:00.000Z,6500000,27300000,176300,Give Thanks In All That You Do #speakingfromtheheartbfletcher #follow #comment #share #viral #fyp #like,8,Give Thanks In All That You Do #speakingfromtheheartbfletcher #follow #comment #share #viral #fyp #like,0,0,0,0,0,False
219800,4,False,36,23800,2020-04-01T03:31:32.000Z,6500000,64000000,152300,tujh se Naina Mila ke awesome hone Lage#like #plzlike,8,tujh se Naina Mila ke awesome hone Lage#like #plzlike,0,0,0,0,0,False
337900,2859,False,73,20900,2022-02-05T17:47:56.000Z,6200000,43500000,52900,#hiphop  #like  #dance #interview  #hiphopdance #battle #dancebattle  #breakdance #curte #fypシ #vaiprofycaramba #fypage,29,#hiphop #like #dance #interview #hiphopdance #battle #dancebattle #breakdance #curte #fypシ #vaiprofycaramba #fypage,0,0,0,0,0,False
365300,104,False,467,139500,2020-12-04T21:01:04.000Z,6000000,33300000,468900,I wasn’t going anywhere  #fyp #foryoupage #relateable #viral #like #share #funny #dgthekiwi #follow,29,I wasn’t going anywhere #fyp #foryoupage #relateable #viral #like #share #funny #dgthekiwi #follow,0,0,1,0,0,False
1200000,27,False,215,29600,2022-02-22T02:54:16.000Z,5800000,42800000,35700,HAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAH#mobilecinematography #tiktok #like #ph #trend #rawrboi,6,HAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAH#mobilecinematography #tiktok #like #ph #trend #rawrboi,0,0,0,0,0,False
9100000,4163,False,958,24800,2020-12-28T02:18:41.000Z,5700000,31800000,283200,Shot roulette  #like #follow #fyp #shots,46,Shot roulette #like #follow #fyp #shots,0,0,0,0,0,False
161800,462,False,15,21000,2020-05-24T21:45:46.000Z,5700000,30200000,84400,Send a dirty text to your boyfriend around a bunch of people #fyp #foryou #foryoupage #like #follow #trendingsong #tiktok #sendthistosomeone,23,Send a dirty text to your boyfriend around a bunch of people #fyp #foryou #foryoupage #like #follow #trendingsong #tiktok #sendthistosomeone,0,0,0,0,0,False
